genotype,environment,yield_1_0,yield_0_8,yield_0_5,yield_0_3
16608,Emerald_Wet,557.7477284,536.8129906,584.315236,488.0318672
16609,Dalby_Dry,134.6828412,121.9152483,102.9819002,112.5554775
16609,Dalby_Wet,484.1829789,480.5583255,504.5946752,512.6045598
16609,Emerald_Dry,109.2640191,144.5856172,157.0533882,111.5933177
16609,Emerald_Wet,495.2863092,464.4674152,506.3805783,530.863303
16610,Dalby_Dry,184.4120094,170.8994945,221.192135,201.2857827
16610,Dalby_Wet,533.5685819,545.1268723,522.7491794,579.0674273
16610,Emerald_Dry,107.97893,109.8440254,150.46713,127.7525644
16610,Emerald_Wet,554.0630418,540.7648474,609.7424707,658.7776323
16611,Dalby_Dry,213.1507247,220.570666,190.1685475,358.3655053
16611,Dalby_Wet,545.0024886,545.6772514,560.7847499,539.5854135
16611,Emerald_Dry,133.980001,135.0748756,180.4862216,144.3036916
16611,Emerald_Wet,549.1832508,549.1561347,562.9448593,522.3483231
16612,Dalby_Dry,199.9332384,189.0729099,232.5511379,222.6122643
16612,Dalby_Wet,534.6184587,533.2337949,531.790681,539.1584653
16612,Emerald_Dry,119.0641726,102.3233542,137.5496388,115.5259279
16612,Emerald_Wet,554.2894444,562.3699831,549.6425082,576.3748073
16613,Dalby_Dry,212.8546811,223.6430282,184.7992235,160.0124958
16613,Dalby_Wet,536.8035675,573.7886338,540.157269,559.4590732
16613,Emerald_Dry,134.9940432,163.8305276,140.587527,196.0322402
16613,Emerald_Wet,564.2838308,595.58176,533.1017533,693.5474698
16614,Dalby_Dry,190.466975,187.517246,208.3587795,144.7748008
16614,Dalby_Wet,531.9404339,534.9411197,479.9653464,581.6247885
16614,Emerald_Dry,109.8347194,98.24661465,111.0844557,145.6056451
16614,Emerald_Wet,549.7909467,559.1159847,532.3785089,568.5612025
16615,Dalby_Dry,261.2281427,257.1903783,256.7812146,192.2595826
16615,Dalby_Wet,510.595471,510.758534,537.5687485,460.377661
16615,Emerald_Dry,197.2825171,195.0972911,235.3630001,166.7959489
16615,Emerald_Wet,487.6242968,467.0573471,516.7850976,470.3787
16616,Dalby_Dry,204.2552358,212.5098821,165.247284,261.3202096
16616,Dalby_Wet,547.9448732,591.1834472,567.3248626,546.9357235
16616,Emerald_Dry,123.5689888,141.6000759,119.8835756,103.9224143
16616,Emerald_Wet,569.8944386,547.6574278,579.1135719,610.2629601
16617,Dalby_Dry,192.3035374,203.1502326,163.730425,191.6813127
16617,Dalby_Wet,527.4869256,539.5329166,540.5095581,429.8188384
16617,Emerald_Dry,114.8741759,87.43386593,110.4835853,120.9426203
16617,Emerald_Wet,547.4608493,554.4737309,611.3980228,546.3706135
16618,Dalby_Dry,204.8809209,198.5090766,212.9334291,199.4041156
16618,Dalby_Wet,535.7114939,506.5714678,489.4714794,480.351367
16618,Emerald_Dry,121.2872855,142.0917541,100.9250351,140.7579111
16618,Emerald_Wet,565.3326541,556.2913211,541.9585563,522.4477125
16619,Dalby_Dry,179.1559363,162.7478164,129.7547223,141.9811127
16619,Dalby_Wet,524.3174934,522.9031591,530.0780777,546.6684788
16619,Emerald_Dry,108.1298117,97.01889061,79.50668962,0
16619,Emerald_Wet,534.5957037,548.0148838,532.7419051,397.5919931
16620,Dalby_Dry,261.0162508,221.3957397,275.3905287,271.8413817
16620,Dalby_Wet,517.9595375,497.3865961,516.1285538,523.4764738
16620,Emerald_Dry,192.9641657,197.6431241,161.590035,138.2515037
16620,Emerald_Wet,488.291877,471.1394008,495.7858289,522.0415387
16621,Dalby_Dry,253.3139407,269.3846293,315.3396829,215.6299573
16621,Dalby_Wet,522.423842,517.3221485,517.5078372,608.0712265
16621,Emerald_Dry,188.0455786,205.5951487,168.696792,105.6706945
16621,Emerald_Wet,497.8638079,491.66778,543.2213251,494.8535874
16622,Dalby_Dry,200.2987547,190.9416325,212.4916304,188.2790701
16622,Dalby_Wet,522.7010801,524.2739081,570.0941826,538.5483332
16622,Emerald_Dry,124.6248854,108.1077807,82.15185946,85.25978861
16622,Emerald_Wet,535.0804692,537.675936,551.2451176,574.3178491
16623,Dalby_Dry,192.3984902,176.3992345,211.1159458,210.3672065
16623,Dalby_Wet,526.5135507,511.3202194,538.4078027,452.5504673
16623,Emerald_Dry,115.3132715,96.77350442,95.50918585,53.62664748
16623,Emerald_Wet,543.3318464,560.4922116,535.2738105,572.8212733
16624,Dalby_Dry,191.7702497,204.95801,190.8187006,206.2815061
16624,Dalby_Wet,531.080862,572.97225,509.3909758,492.764048
16624,Emerald_Dry,111.8277858,117.2945037,175.1374388,108.5097248
16624,Emerald_Wet,553.8400409,548.9755689,524.4669334,603.4241847
16625,Dalby_Dry,160.7138875,144.8668542,98.26034208,227.6502105
16625,Dalby_Wet,521.1205806,537.9206216,555.1196023,484.0152272
16625,Emerald_Dry,103.4766861,118.9097102,73.59730904,19.91761119
16625,Emerald_Wet,524.7174581,509.9053485,510.895507,580.1680509
16626,Dalby_Dry,253.738549,246.3631127,251.8813769,299.965635
16626,Dalby_Wet,526.2860538,546.4102938,507.9788972,501.8825644
16626,Emerald_Dry,193.9396936,197.0301727,161.2526,245.5301737
16626,Emerald_Wet,500.2414207,523.5972133,467.7069434,485.933002
16627,Dalby_Dry,217.9113061,223.8654249,182.1788369,171.3659705
16627,Dalby_Wet,537.6473154,518.070837,601.0108469,556.145218
16627,Emerald_Dry,146.4780575,129.0647553,144.3053954,192.8255441
16627,Emerald_Wet,537.5689024,521.2156451,542.1392391,484.395034
16628,Dalby_Dry,219.3168323,225.1643776,194.6796491,136.9634325
16628,Dalby_Wet,547.6069253,531.9210004,571.1380587,442.0271036
16628,Emerald_Dry,138.1502535,143.5800341,176.652881,58.88192918
16628,Emerald_Wet,569.9790012,582.6862456,625.5654546,531.5007428
16629,Dalby_Dry,156.5002504,148.1708263,180.3417678,155.4019293
16629,Dalby_Wet,507.5897779,506.5038902,509.846156,597.9729907
16629,Emerald_Dry,106.7071029,106.9704427,47.67594579,127.7455439
16629,Emerald_Wet,515.8593555,494.9494476,502.9051086,510.9099503
16630,Dalby_Dry,234.0431393,245.483908,258.3097081,260.505624
16630,Dalby_Wet,533.3312561,534.3788951,543.7861917,565.0833699
16630,Emerald_Dry,157.9012626,136.7916334,137.8130451,65.90576925
16630,Emerald_Wet,526.752097,512.9509714,525.846392,488.9150451
16631,Dalby_Dry,166.5617159,150.1699372,190.7528496,91.05545133
16631,Dalby_Wet,514.153139,510.9584646,541.943097,543.3413065
16631,Emerald_Dry,107.3670291,117.1305865,125.4995636,92.92499988
16631,Emerald_Wet,520.2519799,528.5126927,547.0847001,543.6122763
16632,Dalby_Dry,245.3463571,240.5356344,253.4193236,200.2234685
16632,Dalby_Wet,538.6926882,535.4052482,505.5639495,531.9327745
16632,Emerald_Dry,175.6996237,163.1129188,172.7685689,257.9169546
16632,Emerald_Wet,516.0265733,524.8501377,583.1896121,527.9811814
16633,Dalby_Dry,215.0783058,183.3947525,220.0236107,232.7277413
16633,Dalby_Wet,541.0272516,544.0223737,519.1531036,524.62846
16633,Emerald_Dry,138.1899953,132.5208161,120.2207027,149.815068
16633,Emerald_Wet,554.5640125,552.7185176,608.5071075,590.6418755
16634,Dalby_Dry,212.4334309,208.3928384,197.528425,265.8025892
16634,Dalby_Wet,536.5725915,554.9253275,528.8285112,590.662449
16634,Emerald_Dry,133.8211704,156.7829593,176.690801,154.0220567
16634,Emerald_Wet,560.7647184,543.9861604,545.1535229,588.847575
16635,Dalby_Dry,224.1851903,231.68437,259.2186226,257.5194312
16635,Dalby_Wet,540.2731658,540.5288435,532.3392962,582.8546563
16635,Emerald_Dry,150.9399565,125.9111571,121.6230734,128.0164225
16635,Emerald_Wet,526.1384512,550.0219853,537.7375521,555.9388304
16636,Dalby_Dry,172.7747623,152.9640979,210.3170764,167.5768102
16636,Dalby_Wet,525.2743538,509.9720982,486.8140335,553.1734026
16636,Emerald_Dry,108.0778875,128.211706,57.6256853,63.0934438
16636,Emerald_Wet,540.7097058,521.4733753,566.5447114,556.5604893
16637,Dalby_Dry,261.1993188,249.8756588,283.1535081,337.5204347
16637,Dalby_Wet,516.3063909,498.6712733,522.1352974,420.146721
16637,Emerald_Dry,194.5504273,193.6183651,200.6576003,184.0160634
16637,Emerald_Wet,474.6068018,481.1968552,520.9901711,467.527252
16638,Dalby_Dry,155.457242,145.5045475,138.1102163,139.8681159
16638,Dalby_Wet,502.5610713,491.1989111,489.1175653,469.7325791
16638,Emerald_Dry,99.90644277,80.83367948,107.6951751,168.069943
16638,Emerald_Wet,529.8436346,529.156895,527.1613474,573.5880583
16639,Dalby_Dry,135.1022854,131.8056571,113.1464477,182.5022311
16639,Dalby_Wet,495.5840071,483.8146046,510.9723757,324.7092922
16639,Emerald_Dry,104.0902413,78.1804191,143.8438211,71.67366847
16639,Emerald_Wet,526.3540773,526.9068869,545.2917986,532.9266794
16640,Dalby_Dry,154.9546166,134.7851898,161.8756778,161.8691005
16640,Dalby_Wet,526.0139504,517.3292777,523.861176,597.3438043
16640,Emerald_Dry,101.4528066,76.01152996,119.068373,99.72652423
16640,Emerald_Wet,531.5386923,536.708616,521.4869148,497.1602796
16641,Dalby_Dry,224.4996029,208.3335114,244.9329076,250.4134128
16641,Dalby_Wet,539.2684884,552.9121504,606.6825471,513.2229394
16641,Emerald_Dry,151.5994159,132.7973685,111.5743361,250.9316329
16641,Emerald_Wet,527.1312745,538.7183061,566.701455,494.498784
16642,Dalby_Dry,199.5282633,209.1440182,170.4323074,249.3094261
16642,Dalby_Wet,536.9133642,531.2791968,573.6024968,518.3840461
16642,Emerald_Dry,126.1505493,137.5435577,132.2593477,139.0046295
16642,Emerald_Wet,555.798002,563.4800194,579.9276921,449.4457758
16643,Dalby_Dry,198.9768007,162.3413648,219.4022731,335.6254476
16643,Dalby_Wet,538.2436682,519.8815415,490.90211,665.5106
16643,Emerald_Dry,117.4643042,84.29340449,90.20402684,261.4084868
16643,Emerald_Wet,562.8313626,588.2830946,557.6641859,587.4142435
16644,Dalby_Dry,160.9664299,159.8691516,143.6273698,102.4036568
16644,Dalby_Wet,516.2727029,509.2471395,470.9368393,451.672567
16644,Emerald_Dry,103.0757681,118.1960747,115.577397,136.193374
16644,Emerald_Wet,542.5831233,542.1535916,562.8243291,517.0642966
16645,Dalby_Dry,198.0215476,175.2160409,162.346117,227.4885887
16645,Dalby_Wet,538.7320957,552.9295589,486.0805991,561.5188603
16645,Emerald_Dry,113.7187428,115.207453,124.8352775,86.22950496
16645,Emerald_Wet,565.3234038,558.0027314,550.3231192,589.1004434
16646,Dalby_Dry,199.4105524,189.2322657,173.8594964,157.0341204
16646,Dalby_Wet,531.0006465,499.8227353,508.3818771,433.0998175
16646,Emerald_Dry,126.3625641,157.888665,115.7947455,139.0100163
16646,Emerald_Wet,557.1063578,546.6479393,544.3092556,523.3849136
16647,Dalby_Dry,193.2309596,167.2093987,167.2203552,194.6500114
16647,Dalby_Wet,531.6372742,548.2267838,531.7100321,455.350741
16647,Emerald_Dry,117.8629331,125.9947051,134.2201202,170.5550922
16647,Emerald_Wet,546.5766475,554.7569069,543.1237873,604.8639822
16648,Dalby_Dry,242.7215015,272.3106343,181.795127,224.7866479
16648,Dalby_Wet,538.7905627,526.6944526,556.15236,600.9555055
16648,Emerald_Dry,165.2645492,169.3576468,147.1946081,253.7845593
16648,Emerald_Wet,524.8781449,510.0072018,504.0909432,532.6478785
16649,Dalby_Dry,215.2949327,232.9610783,184.4841095,190.4377718
16649,Dalby_Wet,540.8378344,555.7798515,495.6628058,596.546077
16649,Emerald_Dry,137.4996701,142.67134,86.08355737,199.3404658
16649,Emerald_Wet,552.5729204,560.3868852,470.1259563,525.3356603
16650,Dalby_Dry,214.9995045,220.0235072,196.0642202,77.95205297
16650,Dalby_Wet,538.3885176,533.056913,536.1905869,536.2504268
16650,Emerald_Dry,138.0964307,133.5574086,188.0383399,129.9520121
16650,Emerald_Wet,542.8428379,535.2584827,501.6532621,526.8198107
16651,Dalby_Dry,261.249575,272.9353524,193.2924286,199.3359479
16651,Dalby_Wet,516.2241333,533.2439299,535.557078,606.0974192
16651,Emerald_Dry,195.6163378,185.0906794,200.9286165,267.6606346
16651,Emerald_Wet,478.7942947,485.2056896,458.150175,484.744733
16652,Dalby_Dry,205.4936987,192.770349,196.0822508,247.2711146
16652,Dalby_Wet,545.9577686,539.0475275,557.5815588,538.2711237
16652,Emerald_Dry,130.9038125,159.912778,145.1277921,171.0292282
16652,Emerald_Wet,546.2898466,548.3120079,544.108449,584.5847615
16653,Dalby_Dry,162.1302174,208.2335554,162.149401,180.574226
16653,Dalby_Wet,515.0356887,522.5235572,476.6567145,537.843252
16653,Emerald_Dry,105.595293,116.4117899,123.4489345,107.2761768
16653,Emerald_Wet,523.4824979,518.4925225,541.3649761,539.2745367
16654,Dalby_Dry,231.5953502,254.3367172,233.3489781,211.5798397
16654,Dalby_Wet,537.6881124,530.3229276,586.7464105,470.5453135
16654,Emerald_Dry,159.380617,145.5140535,176.7183229,115.5037868
16654,Emerald_Wet,511.5875203,513.5739618,492.1934202,586.8118214
16655,Dalby_Dry,242.7641251,241.1192808,223.9952829,266.2572967
16655,Dalby_Wet,531.5334545,517.2074973,558.7141158,566.464899
16655,Emerald_Dry,168.2655629,171.0127736,106.151323,198.3022059
16655,Emerald_Wet,511.0970028,513.0759314,471.1203496,505.8877561
16656,Dalby_Dry,227.3985128,207.0239714,195.5980282,297.6995018
16656,Dalby_Wet,526.5673141,484.2383806,552.7449394,413.5751647
16656,Emerald_Dry,160.6191956,161.5807177,204.8814716,125.0900506
16656,Emerald_Wet,506.4807516,514.4423948,518.6776823,546.0763581
16657,Dalby_Dry,200.2071408,227.9139949,213.4971237,164.0689711
16657,Dalby_Wet,524.2522551,518.7132651,533.6346924,480.7351506
16657,Emerald_Dry,119.9416442,125.3037202,85.93098612,235.1976074
16657,Emerald_Wet,541.017539,554.3069698,526.364922,606.594443
16658,Dalby_Dry,161.7915535,167.7851108,168.509921,192.267107
16658,Dalby_Wet,517.9646806,526.5504479,525.2126798,562.5048594
16658,Emerald_Dry,102.4580617,83.46016436,123.8058106,67.40527033
16658,Emerald_Wet,524.1200648,534.4822601,500.2102051,530.7075495
16659,Dalby_Dry,180.4978426,178.5179794,143.8300042,184.5437374
16659,Dalby_Wet,527.8310059,525.1169937,569.1749014,575.5180337
16659,Emerald_Dry,111.0287756,121.0460737,90.39107347,120.4800394
16659,Emerald_Wet,539.322688,527.5576508,584.153077,517.3499357
16660,Dalby_Dry,181.3909641,171.7539213,182.2232687,271.9395767
16660,Dalby_Wet,533.3491477,552.9248057,477.094466,437.6568705
16660,Emerald_Dry,112.3255257,120.439375,64.71301568,97.82594523
16660,Emerald_Wet,545.8156063,568.697843,547.7549903,554.0918479
16661,Dalby_Dry,174.5852418,149.8058384,174.2062873,212.4375917
16661,Dalby_Wet,525.6864424,517.9382596,547.7320439,496.6735101
16661,Emerald_Dry,112.8808118,124.1461261,89.80972147,74.66401092
16661,Emerald_Wet,513.1709823,525.858025,456.4952028,512.623663
16662,Dalby_Dry,244.8583917,247.8237698,260.5413095,236.60278
16662,Dalby_Wet,538.1472485,527.0311957,536.4837672,552.1252823
16662,Emerald_Dry,174.175583,190.2317761,181.5132018,110.655738
16662,Emerald_Wet,519.8044236,513.8074024,466.3785581,602.0354138
16663,Dalby_Dry,215.3416639,198.1085616,218.3395695,198.7312937
16663,Dalby_Wet,541.0899233,564.5563765,527.9541375,499.163214
16663,Emerald_Dry,137.4871109,99.13683985,223.1175593,103.6710127
16663,Emerald_Wet,552.5017742,592.2833982,540.5921776,530.7064776
16664,Dalby_Dry,212.808753,206.8301071,179.5131285,206.3012316
16664,Dalby_Wet,543.2696823,559.0815364,605.0603007,482.0345162
16664,Emerald_Dry,135.8905414,153.4867189,154.8826355,90.34418228
16664,Emerald_Wet,559.8429338,540.1368589,598.6908707,586.7717124
16665,Dalby_Dry,172.0077196,169.1524328,165.8200641,76.95560608
16665,Dalby_Wet,527.8399942,535.3710295,541.6917429,458.8566939
16665,Emerald_Dry,106.7016527,116.3150365,133.2448349,43.04953117
16665,Emerald_Wet,535.1553565,554.2376491,553.541146,600.7231157
16666,Dalby_Dry,252.385774,253.3318789,289.9034655,200.0976844
16666,Dalby_Wet,525.6895548,511.7824998,502.754394,610.2553476
16666,Emerald_Dry,186.0775578,171.9365137,192.6448614,153.3169525
16666,Emerald_Wet,495.4548648,489.4553617,469.0165013,480.0122924
16667,Dalby_Dry,167.8826755,160.8388354,183.0366818,283.0224998
16667,Dalby_Wet,529.5460199,528.8624808,498.3297782,479.4949647
16667,Emerald_Dry,106.8326039,96.78206915,149.4096624,148.7360615
16667,Emerald_Wet,542.1102463,569.2297167,514.235592,478.7764744
16668,Dalby_Dry,206.2961097,211.6290631,250.2280989,282.6540611
16668,Dalby_Wet,528.2756925,523.3670815,509.6827909,559.5274538
16668,Emerald_Dry,132.9431765,120.3187317,152.920628,152.312655
16668,Emerald_Wet,548.0636976,571.6767523,507.3407782,454.8002492
16669,Dalby_Dry,181.4966497,167.5512928,177.3335538,147.5850634
16669,Dalby_Wet,517.5273922,512.4399637,529.0991987,432.427052
16669,Emerald_Dry,112.8927991,107.6460279,125.9545531,124.5793248
16669,Emerald_Wet,534.3893739,539.894257,579.1004597,425.6475276
16670,Dalby_Dry,204.2411736,246.0475961,206.7137977,220.1208545
16670,Dalby_Wet,548.2464622,550.793367,496.2341866,598.842363
16670,Emerald_Dry,123.6816958,119.4931896,174.4952964,99.30515832
16670,Emerald_Wet,574.2123394,590.4165284,536.4704031,609.2613007
16671,Dalby_Dry,160.9185517,163.7486139,127.0471067,149.5774081
16671,Dalby_Wet,518.6209456,488.3223995,490.2035263,587.599181
16671,Emerald_Dry,101.6963265,78.04901248,113.8768679,101.8565996
16671,Emerald_Wet,549.1266748,568.1694734,555.7798226,505.6075796
16672,Dalby_Dry,129.6580755,132.8773235,112.2308752,173.4098648
16672,Dalby_Wet,497.8371242,485.2723967,525.8775906,504.0853561
16672,Emerald_Dry,101.2893965,78.94426973,56.01542643,92.33670917
16672,Emerald_Wet,528.341714,490.7165024,473.634332,548.0494349
16673,Dalby_Dry,154.7357672,129.3559796,132.2793939,96.41625523
16673,Dalby_Wet,503.9663614,491.1076643,538.6345314,537.0192686
16673,Emerald_Dry,101.2341378,70.66570883,129.1028605,91.43394082
16673,Emerald_Wet,530.9368358,545.2119209,519.8855136,456.6230933
16674,Dalby_Dry,198.2846877,179.708094,214.1603917,138.0095162
16674,Dalby_Wet,539.920006,555.1744474,489.9776686,526.3702905
16674,Emerald_Dry,120.6356845,99.73391268,127.5021007,156.6516373
16674,Emerald_Wet,562.3107047,568.8540558,568.5931165,481.4638164
16675,Dalby_Dry,218.2416073,228.4275253,228.8921805,169.2857799
16675,Dalby_Wet,532.8727325,544.7936467,548.1034933,469.8511318
16675,Emerald_Dry,150.4185038,134.6272022,175.5170855,134.0861655
16675,Emerald_Wet,524.9396796,540.9613258,484.2664675,484.1750138
16676,Dalby_Dry,180.271201,184.1822855,145.7667691,110.6327255
16676,Dalby_Wet,522.3553236,545.231335,459.0976794,499.9789706
16676,Emerald_Dry,106.5398458,98.14344243,76.7156027,95.38979679
16676,Emerald_Wet,556.6238344,544.9497762,628.4261156,595.8702937
16677,Dalby_Dry,260.3175543,271.8200229,242.3812472,257.601193
16677,Dalby_Wet,513.73383,498.5372174,469.1644067,393.8165545
16677,Emerald_Dry,194.6060037,174.3608208,241.387293,185.787105
16677,Emerald_Wet,494.393796,492.2883127,550.4857869,491.63651
16678,Dalby_Dry,156.4551348,150.676942,136.0592344,177.4329827
16678,Dalby_Wet,499.2840977,508.2735842,490.3855605,559.023945
16678,Emerald_Dry,102.3851157,71.53672527,121.4092235,21.00787785
16678,Emerald_Wet,524.8705622,500.3882406,499.6205605,544.4502347
16679,Dalby_Dry,179.9027366,178.7494522,196.7306467,157.9873864
16679,Dalby_Wet,521.1756673,521.3818667,552.2304769,500.3667156
16679,Emerald_Dry,106.526294,96.44727364,189.5257224,137.0291515
16679,Emerald_Wet,548.7649425,531.7591962,585.3308367,513.339538
16680,Dalby_Dry,224.0661477,227.5268229,259.7801912,212.2305414
16680,Dalby_Wet,542.4179966,521.5363888,524.681521,569.7263997
16680,Emerald_Dry,150.9718393,156.1309887,68.56790594,43.59073562
16680,Emerald_Wet,534.8603364,498.116117,515.1871398,528.7682521
16681,Dalby_Dry,242.2110384,236.1626301,277.0675528,172.0392819
16681,Dalby_Wet,530.4022251,536.0975213,464.4520404,568.0027188
16681,Emerald_Dry,169.9011775,146.3180957,164.7030799,193.5556106
16681,Emerald_Wet,515.9949207,507.9156019,525.7844564,397.0610976
16682,Dalby_Dry,179.4592849,161.4650649,164.8621805,217.6026607
16682,Dalby_Wet,537.4472818,550.1675773,523.0836004,541.8449408
16682,Emerald_Dry,101.4388153,87.98028877,65.40015524,48.37375648
16682,Emerald_Wet,560.6402341,579.7448689,567.3448617,525.4838987
16683,Dalby_Dry,200.1588067,179.5160874,187.5867598,245.8214167
16683,Dalby_Wet,522.8096834,511.2453749,507.3052065,497.7565275
16683,Emerald_Dry,125.1528344,118.9330686,138.800236,137.380428
16683,Emerald_Wet,543.0079226,530.2543653,498.5362185,471.7217404
16684,Dalby_Dry,214.6252377,235.4578546,221.5201104,258.9174442
16684,Dalby_Wet,533.8994592,529.003756,489.1689739,523.6715745
16684,Emerald_Dry,143.7129979,154.3087114,120.4110902,225.5557109
16684,Emerald_Wet,538.3832404,566.5074253,577.5693611,467.0969361
16685,Dalby_Dry,224.5478618,231.1201243,193.8777457,292.5208349
